time,ground_truth
7616,swipe_up
7633,swipe_up
7650,swipe_up
7666,swipe_up
7683,swipe_up
7700,swipe_up
7716,swipe_up
7733,swipe_up
7750,swipe_up
7766,swipe_up
7783,swipe_up
7800,swipe_up
7816,swipe_up
7833,swipe_up
7850,swipe_up
7866,swipe_up
7883,swipe_up
7900,swipe_up
7916,swipe_up
7933,swipe_up
7950,swipe_up
7966,swipe_up
7983,swipe_up
8000,swipe_up
8016,swipe_up
8033,swipe_up
8050,swipe_up
8066,swipe_up
8083,swipe_up
8100,swipe_up
8116,swipe_up
8133,swipe_up
8150,swipe_up
8166,swipe_up
8183,swipe_up
8200,swipe_up
8216,swipe_up
8233,swipe_up
8250,swipe_up
8266,swipe_up
8283,swipe_up
8300,swipe_up
8316,swipe_up
8333,swipe_up
8350,swipe_up
8366,swipe_up
8383,swipe_up
8400,swipe_up
8416,swipe_up
8433,swipe_up
8450,swipe_up
8466,swipe_up
8483,swipe_up
8500,swipe_up
8516,swipe_up
8533,swipe_up
8550,swipe_up
8566,swipe_up
8583,idle
8600,idle
8616,idle
8633,idle
8650,idle
8666,idle
8683,idle
8700,idle
8716,idle
8733,idle
8750,idle
8766,idle
8783,idle
8800,idle
8816,idle
8833,idle
8850,idle
8866,idle
8883,idle
8900,idle
8916,idle
8933,idle
8950,idle
8966,idle
8983,idle
9000,idle
9016,idle
9033,idle
9050,idle
9066,idle
9083,idle
9100,idle
9116,idle
9133,idle
9150,idle
9166,idle
9183,idle
9200,idle
9216,idle
9233,idle
9250,idle
9266,idle
9283,idle
9300,idle
9316,idle
9333,idle
9350,idle
9366,idle
9383,idle
9400,idle
9416,idle
9433,idle
9450,idle
9466,idle
9483,idle
9500,idle
9516,idle
9533,idle
9550,idle
9566,idle
9583,idle
9600,idle
9616,idle
9633,idle
9650,idle
9666,idle
9683,idle
9700,idle
9716,idle
9733,idle
9750,idle
9766,idle
9783,idle
9800,idle
9816,idle
9833,idle
9850,idle
9866,idle
9883,idle
9900,idle
9916,idle
9933,idle
9950,idle
9966,idle
9983,idle
10000,idle
10016,idle
10033,idle
10050,idle
10066,idle
10083,idle
10100,idle
10116,idle
10133,idle
10150,idle
10166,idle
10183,idle
10200,idle
10216,idle
10233,idle
10250,idle
10266,idle
10283,idle
10300,idle
10316,idle
10333,idle
10350,idle
10366,idle
10383,idle
10400,idle
10416,idle
10433,idle
10450,idle
10466,idle
10483,idle
10500,idle
10516,idle
10533,idle
10550,idle
10566,idle
10583,idle
10600,idle
10616,idle
10633,idle
10650,idle
10666,idle
10683,idle
10700,idle
10716,idle
10733,idle
10750,idle
10766,idle
10783,idle
10800,idle
10816,idle
10833,idle
10850,idle
10866,idle
10883,idle
10900,idle
10916,idle
10933,idle
10950,idle
10966,idle
10983,idle
11000,idle
11016,idle
11033,idle
11050,idle
11066,idle
11083,idle
11100,idle
11116,idle
11133,idle
11150,idle
11166,idle
11183,idle
11200,idle
11216,idle
11233,idle
11250,idle
11266,idle
11283,idle
11300,idle
11316,idle
11333,idle
11350,idle
11366,idle
11383,idle
11400,idle
11416,idle
11433,idle
11450,idle
11466,idle
11483,idle
11500,idle
11516,idle
11533,idle
11550,idle
11566,idle
11583,idle
11600,idle
11616,idle
11633,idle
11650,idle
11666,idle
11683,idle
11700,idle
11716,idle
11733,idle
11750,idle
11766,idle
11783,idle
11800,idle
11816,idle
11833,idle
11850,idle
11866,idle
11883,idle
11900,idle
11916,idle
11933,idle
11950,idle
11966,idle
11983,idle
12000,idle
12016,idle
12033,idle
12050,idle
12066,idle
12083,idle
12100,idle
12116,idle
12133,idle
12150,idle
12166,idle
12183,idle
12200,idle
12216,idle
12233,idle
12250,idle
12266,idle
12283,idle
12300,idle
12316,idle
12333,idle
12350,idle
12366,idle
12383,idle
12400,idle
12416,idle
12433,idle
12450,idle
12466,idle
12483,idle
12500,idle
12516,idle
12533,idle
12550,idle
12566,idle
12583,idle
12600,idle
12616,idle
12633,idle
12650,idle
12666,idle
12683,idle
12700,idle
12716,idle
12733,idle
12750,idle
12766,idle
12783,idle
12800,idle
12816,idle
12833,idle
12850,idle
12866,idle
12883,idle
12900,idle
12916,idle
12933,idle
12950,idle
12966,idle
12983,idle
13000,idle
13016,idle
13033,idle
13050,idle
13066,idle
13083,idle
13100,idle
13116,idle
13133,idle
13150,idle
13166,idle
13183,idle
13200,idle
13216,idle
13233,idle
13250,idle
13266,idle
13283,idle
13300,idle
13316,idle
13333,idle
13350,idle
13366,idle
13383,idle
13400,idle
13416,idle
13433,idle
13450,idle
13466,idle
13483,idle
13500,idle
13516,idle
13533,idle
13550,idle
13566,idle
13583,idle
13600,idle
13616,idle
13633,idle
13650,idle
13666,idle
13683,idle
13700,idle
13716,idle
13733,idle
13750,idle
13766,idle
13783,idle
13800,idle
13816,idle
13833,idle
13850,idle
13866,idle
13883,idle
13900,idle
13916,idle
13933,idle
13950,idle
13966,idle
13983,idle
14000,idle
14016,idle
14033,idle
14050,swipe_up
14066,swipe_up
14083,swipe_up
14100,swipe_up
14116,swipe_up
14133,swipe_up
14150,swipe_up
14166,swipe_up
14183,swipe_up
14200,swipe_up
14216,swipe_up
14233,swipe_up
14250,swipe_up
14266,swipe_up
14283,swipe_up
14300,swipe_up
14316,swipe_up
14333,swipe_up
14350,swipe_up
14366,swipe_up
14383,swipe_up
14400,swipe_up
14416,swipe_up
14433,swipe_up
14450,swipe_up
14466,swipe_up
14483,swipe_up
14500,swipe_up
14516,swipe_up
14533,swipe_up
14550,swipe_up
14566,swipe_up
14583,swipe_up
14600,swipe_up
14616,swipe_up
14633,swipe_up
14650,swipe_up
14666,swipe_up
14683,swipe_up
14700,swipe_up
14716,swipe_up
14733,swipe_up
14750,swipe_up
14766,swipe_up
14783,swipe_up
14800,swipe_up
14816,swipe_up
14833,swipe_up
14850,swipe_up
14866,swipe_up
14883,swipe_up
14900,swipe_up
14916,swipe_up
14933,swipe_up
14950,swipe_up
14966,swipe_up
14983,swipe_up
15000,idle
15016,idle
15033,idle
15050,idle
15066,idle
15083,idle
15100,idle
15116,idle
15133,idle
15150,idle
15166,idle
15183,idle
15200,idle
15216,idle
15233,idle
15250,idle
15266,idle
15283,idle
15300,idle
15316,idle
15333,idle
15350,idle
15366,idle
15383,idle
15400,idle
15416,idle
15433,idle
15450,idle
15466,idle
15483,idle
15500,idle
15516,idle
15533,idle
15550,idle
15566,idle
15583,idle
15600,idle
15616,idle
15633,idle
15650,idle
15666,idle
15683,idle
15700,idle
15716,idle
15733,idle
15750,idle
15766,idle
15783,idle
15800,idle
15816,idle
15833,idle
15850,idle
15866,idle
15883,idle
15900,idle
15916,idle
15933,idle
15950,idle
15966,idle
15983,idle
16000,idle
16016,idle
16033,idle
16050,idle
16066,idle
16083,idle
16100,idle
16116,idle
16133,idle
16150,idle
16166,idle
16183,idle
16200,idle
16216,idle
16233,idle
16250,idle
16266,idle
16283,idle
16300,idle
16316,idle
16333,idle
16350,idle
16366,idle
16383,idle
16400,idle
16416,idle
16433,idle
16450,idle
16466,idle
16483,idle
16500,idle
16516,idle
16533,idle
16550,idle
16566,idle
16583,idle
16600,idle
16616,idle
16633,idle
16650,idle
16666,idle
16683,idle
16700,idle
16716,idle
16733,idle
16750,idle
16766,idle
16783,idle
16800,idle
16816,idle
16833,idle
16850,idle
16866,idle
16883,idle
16900,idle
16916,idle
16933,idle
16950,idle
16966,idle
16983,idle
17000,idle
17016,idle
17033,idle
17050,idle
17066,idle
17083,idle
17100,idle
17116,idle
17133,idle
17150,idle
17166,idle
17183,idle
17200,idle
17216,idle
17233,idle
17250,idle
17266,idle
17283,idle
17300,idle
17316,idle
17333,idle
17350,idle
17366,idle
17383,idle
17400,idle
17416,idle
17433,idle
17450,idle
17466,idle
17483,idle
17500,idle
17516,idle
17533,idle
17550,idle
17566,idle
17583,idle
17600,idle
17616,idle
17633,idle
17650,idle
17666,idle
17683,idle
17700,idle
17716,idle
17733,idle
17750,idle
17766,idle
17783,idle
17800,idle
17816,idle
17833,idle
17850,idle
17866,idle
17883,idle
17900,idle
17916,idle
17933,idle
17950,idle
17966,idle
17983,idle
18000,idle
18016,idle
18033,idle
18050,idle
18066,idle
18083,idle
18100,idle
18116,idle
18133,idle
18150,idle
18166,idle
18183,idle
18200,idle
18216,idle
18233,idle
18250,idle
18266,idle
18283,idle
18300,idle
18316,idle
18333,idle
18350,idle
18366,idle
18383,idle
18400,idle
18416,idle
18433,idle
18450,idle
18466,idle
18483,idle
18500,idle
18516,idle
18533,idle
18550,idle
18566,idle
18583,idle
18600,idle
18616,idle
18633,idle
18650,idle
18666,idle
18683,idle
18700,idle
18716,idle
18733,idle
18750,idle
18766,idle
18783,idle
18800,idle
18816,idle
18833,idle
18850,idle
18866,idle
18883,idle
18900,idle
18916,idle
18933,idle
18950,idle
18966,idle
18983,idle
19000,idle
19016,idle
19033,idle
19050,idle
19066,idle
19083,idle
19100,idle
19116,idle
19133,idle
19150,idle
19166,idle
19183,idle
19200,idle
19216,idle
19233,idle
19250,idle
19266,idle
19283,idle
19300,idle
19316,idle
19333,idle
19350,idle
19366,idle
19383,idle
19400,idle
19416,idle
19433,idle
19450,idle
19466,idle
19483,idle
19500,idle
19516,idle
19533,idle
19550,idle
19566,idle
19583,idle
19600,idle
19616,idle
19633,idle
19650,idle
19666,idle
19683,idle
19700,idle
19716,idle
19733,idle
19750,idle
19766,idle
19783,idle
19800,idle
19816,idle
19833,idle
19850,idle
19866,idle
19883,idle
19900,idle
19916,idle
19933,idle
19950,idle
19966,idle
19983,idle
20000,idle
20016,idle
20033,idle
20050,idle
20066,idle
20083,idle
20100,idle
20116,idle
20133,idle
20150,idle
20166,idle
20183,idle
20200,idle
20216,idle
20233,idle
20250,idle
20266,idle
20283,idle
20300,idle
20316,idle
20333,idle
20350,idle
20366,idle
20383,idle
20400,idle
20416,idle
20433,idle
20450,idle
20466,idle
20483,idle
20500,idle
20516,idle
20533,idle
20550,idle
20566,idle
20583,idle
20600,idle
20616,idle
20633,idle
20650,idle
20666,idle
20683,idle
20700,idle
20716,idle
20733,idle
20750,idle
20766,idle
20783,idle
20800,idle
20816,idle
20833,idle
20850,idle
20866,idle
20883,idle
20900,idle
20916,idle
20933,idle
20950,idle
20966,idle
20983,idle
21000,idle
21016,idle
21033,idle
21050,idle
21066,idle
21083,idle
21100,idle
21116,idle
21133,idle
21150,idle
21166,idle
21183,swipe_up
21200,swipe_up
21216,swipe_up
21233,swipe_up
21250,swipe_up
21266,swipe_up
21283,swipe_up
21300,swipe_up
21316,swipe_up
21333,swipe_up
21350,swipe_up
21366,swipe_up
21383,swipe_up
21400,swipe_up
21416,swipe_up
21433,swipe_up
21450,swipe_up
21466,swipe_up
21483,swipe_up
21500,swipe_up
21516,swipe_up
21533,swipe_up
21550,swipe_up
21566,swipe_up
21583,swipe_up
21600,swipe_up
21616,swipe_up
21633,swipe_up
21650,swipe_up
21666,swipe_up
21683,swipe_up
21700,swipe_up
21716,swipe_up
21733,swipe_up
21750,swipe_up
21766,swipe_up
21783,swipe_up
21800,swipe_up
21816,swipe_up
21833,swipe_up
21850,swipe_up
21866,swipe_up
21883,swipe_up
21900,swipe_up
21916,swipe_up
21933,swipe_up
21950,swipe_up
21966,swipe_up
21983,swipe_up
22000,swipe_up
22016,swipe_up
22033,swipe_up
22050,swipe_up
22066,swipe_up
22083,swipe_up
22100,idle
22116,idle
22133,idle
22150,idle
22166,idle
22183,idle
22200,idle
22216,idle
22233,idle
22250,idle
22266,idle
22283,idle
22300,idle
22316,idle
22333,idle
22350,idle
22366,idle
22383,idle
22400,idle
22416,idle
22433,idle
22450,idle
22466,idle
22483,idle
22500,idle
22516,idle
22533,idle
22550,idle
22566,idle
22583,idle
22600,idle
22616,idle
22633,idle
22650,idle
22666,idle
22683,idle
22700,idle
22716,idle
22733,idle
22750,idle
22766,idle
22783,idle
22800,idle
22816,idle
22833,idle
22850,idle
22866,idle
22883,idle
22900,idle
22916,idle
22933,idle
22950,idle
22966,idle
22983,idle
23000,idle
23016,idle
23033,idle
23050,idle
23066,idle
23083,idle
23100,idle
23116,idle
23133,idle
23150,idle
23166,idle
23183,idle
23200,idle
23216,idle
23233,idle
23250,idle
23266,idle
23283,idle
23300,idle
23316,idle
23333,idle
23350,idle
23366,idle
23383,idle
23400,idle
23416,idle
23433,idle
23450,idle
23466,idle
23483,idle
23500,idle
23516,idle
23533,idle
23550,idle
23566,idle
23583,idle
23600,idle
23616,idle
23633,idle
23650,idle
23666,idle
23683,idle
23700,idle
23716,idle
23733,idle
23750,idle
23766,idle
23783,idle
23800,idle
23816,idle
23833,idle
23850,idle
23866,idle
23883,idle
23900,idle
23916,idle
23933,idle
23950,idle
23966,idle
23983,idle
24000,idle
24016,idle
24033,idle
24050,idle
24066,idle
24083,idle
24100,idle
24116,idle
24133,idle
24150,idle
24166,idle
24183,idle
24200,idle
24216,idle
24233,idle
24250,idle
24266,idle
24283,idle
24300,idle
24316,idle
24333,idle
24350,idle
24366,idle
24383,idle
24400,idle
24416,idle
24433,idle
24450,idle
24466,idle
24483,idle
24500,idle
24516,idle
24533,idle
24550,idle
24566,idle
24583,idle
24600,idle
24616,idle
24633,idle
24650,idle
24666,idle
24683,idle
24700,idle
24716,idle
24733,idle
24750,idle
24766,idle
24783,idle
24800,idle
24816,idle
24833,idle
24850,idle
24866,idle
24883,idle
24900,idle
24916,idle
24933,idle
24950,idle
24966,idle
24983,idle
25000,idle
25016,idle
25033,idle
25050,idle
25066,idle
25083,idle
25100,idle
25116,idle
25133,idle
25150,idle
25166,idle
25183,idle
25200,idle
25216,idle
25233,idle
25250,idle
25266,idle
25283,idle
25300,idle
25316,idle
25333,idle
25350,idle
25366,idle
25383,idle
25400,idle
25416,idle
25433,idle
25450,idle
25466,idle
25483,idle
25500,idle
25516,idle
25533,idle
25550,idle
25566,idle
25583,idle
25600,idle
25616,idle
25633,idle
25650,idle
25666,idle
25683,idle
25700,idle
25716,idle
25733,idle
25750,idle
25766,idle
25783,idle
25800,idle
25816,idle
25833,idle
25850,idle
25866,idle
25883,idle
25900,idle
25916,idle
25933,idle
25950,idle
25966,idle
25983,idle
26000,idle
26016,idle
26033,idle
26050,idle
26066,idle
26083,idle
26100,idle
26116,idle
26133,idle
26150,idle
26166,idle
26183,idle
26200,idle
26216,idle
26233,idle
26250,idle
26266,idle
26283,idle
26300,idle
26316,idle
26333,idle
26350,idle
26366,idle
26383,idle
26400,idle
26416,idle
26433,idle
26450,idle
26466,idle
26483,idle
26500,idle
26516,idle
26533,idle
26550,idle
26566,idle
26583,idle
26600,idle
26616,idle
26633,idle
26650,idle
26666,idle
26683,idle
26700,idle
26716,idle
26733,idle
26750,idle
26766,idle
26783,idle
26800,idle
26816,idle
26833,idle
26850,idle
26866,idle
26883,idle
26900,idle
26916,idle
26933,idle
26950,idle
26966,idle
26983,idle
27000,idle
27016,idle
27033,idle
27050,idle
27066,idle
27083,idle
27100,idle
27116,idle
27133,idle
27150,idle
27166,idle
27183,idle
27200,idle
27216,idle
27233,idle
27250,idle
27266,idle
27283,idle
27300,idle
27316,idle
27333,idle
27350,idle
27366,idle
27383,idle
27400,idle
27416,idle
27433,idle
27450,idle
27466,idle
27483,idle
27500,idle
27516,idle
27533,idle
27550,idle
27566,idle
27583,idle
27600,idle
27616,idle
27633,idle
27650,idle
27666,idle
27683,idle
27700,idle
27716,idle
27733,idle
27750,idle
27766,idle
27783,idle
27800,idle
27816,idle
27833,idle
27850,idle
27866,idle
27883,idle
27900,idle
27916,idle
27933,idle
27950,idle
27966,idle
27983,idle
28000,idle
28016,idle
28033,idle
28050,idle
28066,idle
28083,idle
28100,idle
28116,idle
28133,idle
28150,idle
28166,idle
28183,idle
28200,idle
28216,idle
28233,swipe_up
28250,swipe_up
28266,swipe_up
28283,swipe_up
28300,swipe_up
28316,swipe_up
28333,swipe_up
28350,swipe_up
28366,swipe_up
28383,swipe_up
28400,swipe_up
28416,swipe_up
28433,swipe_up
28450,swipe_up
28466,swipe_up
28483,swipe_up
28500,swipe_up
28516,swipe_up
28533,swipe_up
28550,swipe_up
28566,swipe_up
28583,swipe_up
28600,swipe_up
28616,swipe_up
28633,swipe_up
28650,swipe_up
28666,swipe_up
28683,swipe_up
28700,swipe_up
28716,swipe_up
28733,swipe_up
28750,swipe_up
28766,swipe_up
28783,swipe_up
28800,swipe_up
28816,swipe_up
28833,swipe_up
28850,swipe_up
28866,swipe_up
28883,swipe_up
28900,swipe_up
28916,swipe_up
28933,swipe_up
28950,swipe_up
28966,swipe_up
28983,swipe_up
29000,swipe_up
29016,swipe_up
29033,swipe_up
29050,swipe_up
29066,swipe_up
29083,swipe_up
29100,swipe_up
29116,swipe_up
29133,swipe_up
29150,swipe_up
29166,swipe_up
29183,swipe_up
29200,swipe_up
29216,swipe_up
29233,swipe_up
29250,swipe_up
29266,swipe_up
29283,swipe_up
29300,swipe_up
29316,swipe_up
29333,swipe_up
29350,swipe_up
29366,idle
29383,idle
29400,idle
29416,idle
29433,idle
29450,idle
29466,idle
29483,idle
29500,idle
29516,idle
29533,idle
29550,idle
29566,idle
29583,idle
29600,idle
29616,idle
29633,idle
29650,idle
29666,idle
29683,idle
29700,idle
29716,idle
29733,idle
29750,idle
29766,idle
29783,idle
29800,idle
29816,idle
29833,idle
29850,idle
29866,idle
29883,idle
29900,idle
29916,idle
29933,idle
29950,idle
29966,idle
29983,idle
30000,idle
30016,idle
30033,idle
30050,idle
30066,idle
30083,idle
30100,idle
30116,idle
30133,idle
30150,idle
30166,idle
30183,idle
30200,idle
30216,idle
30233,idle
30250,idle
30266,idle
30283,idle
30300,idle
30316,idle
30333,idle
30350,idle
30366,idle
30383,idle
30400,idle
30416,idle
30433,idle
30450,idle
30466,idle
30483,idle
30500,idle
30516,idle
30533,idle
30550,idle
30566,idle
30583,idle
30600,idle
30616,idle
30633,idle
30650,idle
30666,idle
30683,idle
30700,idle
30716,idle
30733,idle
30750,idle
30766,idle
30783,idle
30800,idle
30816,idle
30833,idle
30850,idle
30866,idle
30883,idle
30900,idle
30916,idle
30933,idle
30950,idle
30966,idle
30983,idle
31000,idle
31016,idle
31033,idle
31050,idle
31066,idle
31083,idle
31100,idle
31116,idle
31133,idle
31150,idle
31166,idle
31183,idle
31200,idle
31216,idle
31233,idle
31250,idle
31266,idle
31283,idle
31300,idle
31316,idle
31333,idle
31350,idle
31366,idle
31383,idle
31400,idle
31416,idle
31433,idle
31450,idle
31466,idle
31483,idle
31500,idle
31516,idle
31533,idle
31550,idle
31566,idle
31583,idle
31600,idle
31616,idle
31633,idle
31650,idle
31666,idle
31683,idle
31700,idle
31716,idle
31733,idle
31750,idle
31766,idle
31783,idle
31800,idle
31816,idle
31833,idle
31850,idle
31866,idle
31883,idle
31900,idle
31916,idle
31933,idle
31950,idle
31966,idle
31983,idle
32000,idle
32016,idle
32033,idle
32050,idle
32066,idle
32083,idle
32100,idle
32116,idle
32133,idle
32150,idle
32166,idle
32183,idle
32200,idle
32216,idle
32233,idle
32250,idle
32266,idle
32283,idle
32300,idle
32316,idle
32333,idle
32350,idle
32366,idle
32383,idle
32400,idle
32416,idle
32433,idle
32450,idle
32466,idle
32483,idle
32500,idle
32516,idle
32533,idle
32550,idle
32566,idle
32583,idle
32600,idle
32616,idle
32633,idle
32650,idle
32666,idle
32683,idle
32700,idle
32716,idle
32733,idle
32750,idle
32766,idle
32783,idle
32800,idle
32816,idle
32833,idle
32850,idle
32866,idle
32883,idle
32900,idle
32916,idle
32933,idle
32950,idle
32966,idle
32983,idle
33000,idle
33016,idle
33033,idle
33050,idle
33066,idle
33083,idle
33100,idle
33116,idle
33133,idle
33150,idle
33166,idle
33183,idle
33200,idle
33216,idle
33233,idle
33250,idle
33266,idle
33283,idle
33300,idle
33316,idle
33333,idle
33350,idle
33366,idle
33383,idle
33400,idle
33416,idle
33433,idle
33450,idle
33466,idle
33483,idle
33500,idle
33516,idle
33533,idle
33550,idle
33566,idle
33583,idle
33600,idle
33616,idle
33633,idle
33650,idle
33666,idle
33683,idle
33700,idle
33716,idle
33733,idle
33750,idle
33766,idle
33783,idle
33800,idle
33816,idle
33833,idle
33850,idle
33866,idle
33883,idle
33900,idle
33916,idle
33933,idle
33950,idle
33966,idle
33983,idle
34000,idle
34016,idle
34033,idle
34050,idle
34066,idle
34083,idle
34100,idle
34116,idle
34133,idle
34150,idle
34166,idle
34183,idle
34200,idle
34216,idle
34233,idle
34250,idle
34266,idle
34283,idle
34300,idle
34316,idle
34333,idle
34350,idle
34366,idle
34383,idle
34400,idle
34416,idle
34433,idle
34450,idle
34466,idle
34483,idle
34500,idle
34516,idle
34533,idle
34550,idle
34566,idle
34583,idle
34600,idle
34616,idle
34633,idle
34650,idle
34666,idle
34683,idle
34700,idle
34716,idle
34733,idle
34750,idle
34766,idle
34783,idle
34800,idle
34816,idle
34833,idle
34850,idle
34866,idle
34883,idle
34900,idle
34916,idle
34933,idle
34950,idle
34966,idle
34983,idle
35000,idle
35016,idle
35033,idle
35050,swipe_up
35066,swipe_up
35083,swipe_up
35100,swipe_up
35116,swipe_up
35133,swipe_up
35150,swipe_up
35166,swipe_up
35183,swipe_up
35200,swipe_up
35216,swipe_up
35233,swipe_up
35250,swipe_up
35266,swipe_up
35283,swipe_up
35300,swipe_up
35316,swipe_up
35333,swipe_up
35350,swipe_up
35366,swipe_up
35383,swipe_up
35400,swipe_up
35416,swipe_up
35433,swipe_up
35450,swipe_up
35466,swipe_up
35483,swipe_up
35500,swipe_up
35516,swipe_up
35533,swipe_up
35550,swipe_up
35566,swipe_up
35583,swipe_up
35600,swipe_up
35616,swipe_up
35633,swipe_up
35650,swipe_up
35666,swipe_up
35683,swipe_up
35700,swipe_up
35716,swipe_up
35733,swipe_up
35750,swipe_up
35766,swipe_up
35783,swipe_up
35800,swipe_up
35816,swipe_up
35833,swipe_up
35850,swipe_up
35866,swipe_up
35883,swipe_up
