time,ground_truth
7616,idle
7633,idle
7650,idle
7666,idle
7683,idle
7700,idle
7716,idle
7733,idle
7750,idle
7766,idle
7783,idle
7800,idle
7816,idle
7833,idle
7850,idle
7866,idle
7883,idle
7900,idle
7916,idle
7933,idle
7950,idle
7966,idle
7983,idle
8000,idle
8016,idle
8033,idle
8050,idle
8066,idle
8083,idle
8100,idle
8116,idle
8133,idle
8150,idle
8166,idle
8183,idle
8200,idle
8216,idle
8233,idle
8250,idle
8266,idle
8283,idle
8300,idle
8316,idle
8333,idle
8350,idle
8366,idle
8383,idle
8400,idle
8416,idle
8433,idle
8450,idle
8466,idle
8483,idle
8500,idle
8516,idle
8533,idle
8550,idle
8566,idle
8583,idle
8600,idle
8616,idle
8633,idle
8650,idle
8666,idle
8683,idle
8700,idle
8716,idle
8733,idle
8750,idle
8766,idle
8783,idle
8800,idle
8816,idle
8833,idle
8850,idle
8866,idle
8883,idle
8900,idle
8916,idle
8933,idle
8950,idle
8966,idle
8983,idle
9000,idle
9016,idle
9033,idle
9050,idle
9066,idle
9083,idle
9100,idle
9116,idle
9133,idle
9150,idle
9166,idle
9183,idle
9200,idle
9216,idle
9233,idle
9250,idle
9266,idle
9283,idle
9300,idle
9316,idle
9333,idle
9350,idle
9366,idle
9383,idle
9400,idle
9416,idle
9433,idle
9450,idle
9466,idle
9483,idle
9500,idle
9516,idle
9533,idle
9550,idle
9566,idle
9583,idle
9600,idle
9616,idle
9633,idle
9650,idle
9666,idle
9683,idle
9700,idle
9716,idle
9733,swipe_up
9750,swipe_up
9766,swipe_up
9783,swipe_up
9800,swipe_up
9816,swipe_up
9833,swipe_up
9850,swipe_up
9866,swipe_up
9883,swipe_up
9900,swipe_up
9916,swipe_up
9933,swipe_up
9950,swipe_up
9966,swipe_up
9983,swipe_up
10000,swipe_up
10016,swipe_up
10033,swipe_up
10050,swipe_up
10066,swipe_up
10083,swipe_up
10100,swipe_up
10116,swipe_up
10133,swipe_up
10150,swipe_up
10166,swipe_up
10183,swipe_up
10200,swipe_up
10216,swipe_up
10233,swipe_up
10250,swipe_up
10266,swipe_up
10283,swipe_up
10300,swipe_up
10316,swipe_up
10333,swipe_up
10350,swipe_up
10366,swipe_up
10383,swipe_up
10400,swipe_up
10416,swipe_up
10433,swipe_up
10450,swipe_up
10466,swipe_up
10483,swipe_up
10500,swipe_up
10516,swipe_up
10533,swipe_up
10550,swipe_up
10566,swipe_up
10583,swipe_up
10600,swipe_up
10616,swipe_up
10633,swipe_up
10650,swipe_up
10666,swipe_up
10683,swipe_up
10700,swipe_up
10716,swipe_up
10733,swipe_up
10750,swipe_up
10766,swipe_up
10783,swipe_up
10800,swipe_up
10816,swipe_up
10833,swipe_up
10850,swipe_up
10866,swipe_up
10883,idle
10900,idle
10916,idle
10933,idle
10950,idle
10966,idle
10983,idle
11000,idle
11016,idle
11033,idle
11050,idle
11066,idle
11083,idle
11100,idle
11116,idle
11133,idle
11150,idle
11166,idle
11183,idle
11200,idle
11216,idle
11233,idle
11250,idle
11266,idle
11283,idle
11300,idle
11316,idle
11333,idle
11350,idle
11366,idle
11383,idle
11400,idle
11416,idle
11433,idle
11450,idle
11466,idle
11483,idle
11500,idle
11516,idle
11533,idle
11550,idle
11566,idle
11583,idle
11600,idle
11616,idle
11633,idle
11650,idle
11666,idle
11683,idle
11700,idle
11716,idle
11733,idle
11750,idle
11766,idle
11783,idle
11800,idle
11816,idle
11833,idle
11850,idle
11866,idle
11883,idle
11900,idle
11916,idle
11933,idle
11950,idle
11966,idle
11983,idle
12000,idle
12016,idle
12033,idle
12050,idle
12066,idle
12083,idle
12100,idle
12116,idle
12133,idle
12150,idle
12166,idle
12183,idle
12200,idle
12216,idle
12233,idle
12250,idle
12266,idle
12283,idle
12300,idle
12316,idle
12333,idle
12350,idle
12366,idle
12383,idle
12400,idle
12416,idle
12433,idle
12450,idle
12466,idle
12483,idle
12500,idle
12516,idle
12533,idle
12550,idle
12566,idle
12583,idle
12600,idle
12616,idle
12633,idle
12650,idle
12666,idle
12683,idle
12700,idle
12716,idle
12733,idle
12750,idle
12766,idle
12783,idle
12800,idle
12816,idle
12833,idle
12850,idle
12866,idle
12883,idle
12900,idle
12916,idle
12933,idle
12950,idle
12966,idle
12983,idle
13000,idle
13016,idle
13033,idle
13050,idle
13066,idle
13083,idle
13100,idle
13116,idle
13133,idle
13150,idle
13166,idle
13183,idle
13200,idle
13216,idle
13233,idle
13250,idle
13266,idle
13283,idle
13300,idle
13316,idle
13333,idle
13350,idle
13366,idle
13383,idle
13400,idle
13416,idle
13433,idle
13450,idle
13466,idle
13483,idle
13500,idle
13516,idle
13533,idle
13550,idle
13566,idle
13583,idle
13600,idle
13616,idle
13633,idle
13650,idle
13666,idle
13683,idle
13700,idle
13716,idle
13733,idle
13750,idle
13766,idle
13783,idle
13800,idle
13816,idle
13833,idle
13850,idle
13866,idle
13883,idle
13900,idle
13916,idle
13933,idle
13950,idle
13966,idle
13983,idle
14000,idle
14016,idle
14033,idle
14050,idle
14066,idle
14083,idle
14100,idle
14116,idle
14133,idle
14150,idle
14166,idle
14183,idle
14200,idle
14216,idle
14233,idle
14250,idle
14266,swipe_up
14283,swipe_up
14300,swipe_up
14316,swipe_up
14333,swipe_up
14350,swipe_up
14366,swipe_up
14383,swipe_up
14400,swipe_up
14416,swipe_up
14433,swipe_up
14450,swipe_up
14466,swipe_up
14483,swipe_up
14500,swipe_up
14516,swipe_up
14533,swipe_up
14550,swipe_up
14566,swipe_up
14583,swipe_up
14600,swipe_up
14616,swipe_up
14633,swipe_up
14650,swipe_up
14666,swipe_up
14683,swipe_up
14700,swipe_up
14716,swipe_up
14733,swipe_up
14750,swipe_up
14766,swipe_up
14783,swipe_up
14800,swipe_up
14816,swipe_up
14833,swipe_up
14850,swipe_up
14866,swipe_up
14883,swipe_up
14900,swipe_up
14916,swipe_up
14933,swipe_up
14950,swipe_up
14966,swipe_up
14983,swipe_up
15000,swipe_up
15016,swipe_up
15033,swipe_up
15050,swipe_up
15066,swipe_up
15083,swipe_up
15100,swipe_up
15116,swipe_up
15133,swipe_up
15150,swipe_up
15166,swipe_up
15183,swipe_up
15200,swipe_up
15216,swipe_up
15233,swipe_up
15250,swipe_up
15266,swipe_up
15283,idle
15300,idle
15316,idle
15333,idle
15350,idle
15366,idle
15383,idle
15400,idle
15416,idle
15433,idle
15450,idle
15466,idle
15483,idle
15500,idle
15516,idle
15533,idle
15550,idle
15566,idle
15583,idle
15600,idle
15616,idle
15633,idle
15650,idle
15666,idle
15683,idle
15700,idle
15716,idle
15733,idle
15750,idle
15766,idle
15783,idle
15800,idle
15816,idle
15833,idle
15850,idle
15866,idle
15883,idle
15900,idle
15916,idle
15933,idle
15950,idle
15966,idle
15983,idle
16000,idle
16016,idle
16033,idle
16050,idle
16066,idle
16083,idle
16100,idle
16116,idle
16133,idle
16150,idle
16166,idle
16183,idle
16200,idle
16216,idle
16233,idle
16250,idle
16266,idle
16283,idle
16300,idle
16316,idle
16333,idle
16350,idle
16366,idle
16383,idle
16400,idle
16416,idle
16433,idle
16450,idle
16466,idle
16483,idle
16500,idle
16516,idle
16533,idle
16550,idle
16566,idle
16583,idle
16600,idle
16616,idle
16633,idle
16650,idle
16666,idle
16683,idle
16700,idle
16716,idle
16733,idle
16750,idle
16766,idle
16783,idle
16800,idle
16816,idle
16833,idle
16850,idle
16866,idle
16883,idle
16900,idle
16916,idle
16933,idle
16950,idle
16966,idle
16983,idle
17000,idle
17016,idle
17033,idle
17050,idle
17066,idle
17083,idle
17100,idle
17116,idle
17133,idle
17150,idle
17166,idle
17183,idle
17200,idle
17216,idle
17233,idle
17250,idle
17266,idle
17283,idle
17300,idle
17316,idle
17333,idle
17350,idle
17366,idle
17383,idle
17400,idle
17416,idle
17433,idle
17450,idle
17466,idle
17483,idle
17500,idle
17516,idle
17533,idle
17550,idle
17566,idle
17583,idle
17600,idle
17616,idle
17633,idle
17650,idle
17666,idle
17683,idle
17700,idle
17716,idle
17733,idle
17750,idle
17766,idle
17783,idle
17800,idle
17816,idle
17833,idle
17850,idle
17866,idle
17883,idle
17900,idle
17916,idle
17933,idle
17950,idle
17966,idle
17983,idle
18000,idle
18016,idle
18033,idle
18050,idle
18066,idle
18083,idle
18100,idle
18116,idle
18133,idle
18150,idle
18166,idle
18183,idle
18200,idle
18216,idle
18233,idle
18250,idle
18266,idle
18283,idle
18300,idle
18316,idle
18333,idle
18350,idle
18366,idle
18383,idle
18400,idle
18416,idle
18433,idle
18450,idle
18466,idle
18483,idle
18500,idle
18516,idle
18533,idle
18550,idle
18566,idle
18583,idle
18600,idle
18616,idle
18633,idle
18650,idle
18666,idle
18683,idle
18700,idle
18716,idle
18733,idle
18750,idle
18766,idle
18783,idle
18800,idle
18816,idle
18833,idle
18850,idle
18866,idle
18883,idle
18900,idle
18916,idle
18933,idle
18950,idle
18966,idle
18983,idle
19000,idle
19016,idle
19033,idle
19050,idle
19066,idle
19083,idle
19100,idle
19116,idle
19133,idle
19150,idle
19166,idle
19183,idle
19200,idle
19216,idle
19233,idle
19250,idle
19266,idle
19283,idle
19300,idle
19316,idle
19333,idle
19350,idle
19366,idle
19383,idle
19400,idle
19416,idle
19433,idle
19450,idle
19466,idle
19483,idle
19500,idle
19516,idle
19533,idle
19550,idle
19566,idle
19583,idle
19600,idle
19616,idle
19633,idle
19650,idle
19666,idle
19683,idle
19700,idle
19716,idle
19733,idle
19750,idle
19766,idle
19783,idle
19800,idle
19816,idle
19833,idle
19850,idle
19866,idle
19883,idle
19900,idle
19916,idle
19933,idle
19950,idle
19966,idle
19983,idle
20000,idle
20016,idle
20033,idle
20050,idle
20066,idle
20083,idle
20100,idle
20116,idle
20133,idle
20150,idle
20166,idle
20183,idle
20200,idle
20216,idle
20233,idle
20250,idle
20266,idle
20283,idle
20300,idle
20316,idle
20333,idle
20350,idle
20366,idle
20383,idle
20400,idle
20416,idle
20433,idle
20450,idle
20466,idle
20483,idle
20500,idle
20516,idle
20533,idle
20550,idle
20566,idle
20583,idle
20600,idle
20616,idle
20633,idle
20650,idle
20666,idle
20683,idle
20700,idle
20716,idle
20733,idle
20750,swipe_up
20766,swipe_up
20783,swipe_up
20800,swipe_up
20816,swipe_up
20833,swipe_up
20850,swipe_up
20866,swipe_up
20883,swipe_up
20900,swipe_up
20916,swipe_up
20933,swipe_up
20950,swipe_up
20966,swipe_up
20983,swipe_up
21000,swipe_up
21016,swipe_up
21033,swipe_up
21050,swipe_up
21066,swipe_up
21083,swipe_up
21100,swipe_up
21116,swipe_up
21133,swipe_up
21150,swipe_up
21166,swipe_up
21183,swipe_up
21200,swipe_up
21216,swipe_up
21233,swipe_up
21250,swipe_up
21266,swipe_up
21283,swipe_up
21300,swipe_up
21316,swipe_up
21333,swipe_up
21350,swipe_up
21366,swipe_up
21383,swipe_up
21400,swipe_up
21416,swipe_up
21433,swipe_up
21450,swipe_up
21466,swipe_up
21483,swipe_up
21500,swipe_up
21516,swipe_up
21533,swipe_up
21550,swipe_up
21566,swipe_up
21583,swipe_up
21600,swipe_up
21616,swipe_up
21633,swipe_up
21650,swipe_up
21666,swipe_up
21683,idle
21700,idle
21716,idle
21733,idle
21750,idle
21766,idle
21783,idle
21800,idle
21816,idle
21833,idle
21850,idle
21866,idle
21883,idle
21900,idle
21916,idle
21933,idle
21950,idle
21966,idle
21983,idle
22000,idle
22016,idle
22033,idle
22050,idle
22066,idle
22083,idle
22100,idle
22116,idle
22133,idle
22150,idle
22166,idle
22183,idle
22200,idle
22216,idle
22233,idle
22250,idle
22266,idle
22283,idle
22300,idle
22316,idle
22333,idle
22350,idle
22366,idle
22383,idle
22400,idle
22416,idle
22433,idle
22450,idle
22466,idle
22483,idle
22500,idle
22516,idle
22533,idle
22550,idle
22566,idle
22583,idle
22600,idle
22616,idle
22633,idle
22650,idle
22666,idle
22683,idle
22700,idle
22716,idle
22733,idle
22750,idle
22766,idle
22783,idle
22800,idle
22816,idle
22833,idle
22850,idle
22866,idle
22883,idle
22900,idle
22916,idle
22933,idle
22950,idle
22966,idle
22983,idle
23000,idle
23016,idle
23033,idle
23050,idle
23066,idle
23083,idle
23100,idle
23116,idle
23133,idle
23150,idle
23166,idle
23183,idle
23200,idle
23216,idle
23233,idle
23250,idle
23266,idle
23283,idle
23300,idle
23316,idle
23333,idle
23350,idle
23366,idle
23383,idle
23400,idle
23416,idle
23433,idle
23450,idle
23466,idle
23483,idle
23500,idle
23516,idle
23533,idle
23550,idle
23566,idle
23583,idle
23600,idle
23616,idle
23633,idle
23650,idle
23666,idle
23683,idle
23700,idle
23716,idle
23733,idle
23750,idle
23766,idle
23783,idle
23800,idle
23816,idle
23833,idle
23850,idle
23866,idle
23883,idle
23900,idle
23916,idle
23933,idle
23950,idle
23966,idle
23983,idle
24000,idle
24016,idle
24033,idle
24050,idle
24066,idle
24083,idle
24100,idle
24116,idle
24133,idle
24150,idle
24166,idle
24183,idle
24200,idle
24216,idle
24233,idle
24250,idle
24266,idle
24283,idle
24300,idle
24316,idle
24333,idle
24350,idle
24366,idle
24383,idle
24400,idle
24416,idle
24433,idle
24450,idle
24466,idle
24483,idle
24500,idle
24516,idle
24533,idle
24550,idle
24566,idle
24583,idle
24600,idle
24616,idle
24633,idle
24650,idle
24666,idle
24683,idle
24700,idle
24716,idle
24733,idle
24750,idle
24766,idle
24783,idle
24800,idle
24816,idle
24833,idle
24850,idle
24866,idle
24883,idle
24900,idle
24916,idle
24933,idle
24950,idle
24966,idle
24983,idle
25000,idle
25016,idle
25033,idle
25050,idle
25066,idle
25083,idle
25100,idle
25116,idle
25133,idle
25150,idle
25166,idle
25183,idle
25200,idle
25216,idle
25233,idle
25250,idle
25266,idle
25283,idle
25300,idle
25316,idle
25333,idle
25350,idle
25366,idle
25383,idle
25400,idle
25416,idle
25433,idle
25450,idle
25466,idle
25483,idle
25500,idle
25516,idle
25533,idle
25550,idle
25566,idle
25583,idle
25600,idle
25616,idle
25633,idle
25650,idle
25666,idle
25683,idle
25700,idle
25716,idle
25733,idle
25750,idle
25766,idle
25783,idle
25800,idle
25816,idle
25833,idle
25850,idle
25866,idle
25883,idle
25900,idle
25916,idle
25933,idle
25950,idle
25966,idle
25983,idle
26000,idle
26016,idle
26033,idle
26050,idle
26066,idle
26083,idle
26100,idle
26116,idle
26133,idle
26150,idle
26166,idle
26183,idle
26200,idle
26216,idle
26233,idle
26250,idle
26266,idle
26283,idle
26300,idle
26316,idle
26333,idle
26350,idle
26366,idle
26383,idle
26400,idle
26416,idle
26433,idle
26450,idle
26466,idle
26483,idle
26500,idle
26516,idle
26533,idle
26550,idle
26566,idle
26583,idle
26600,idle
26616,idle
26633,idle
26650,idle
26666,idle
26683,idle
26700,idle
26716,idle
26733,idle
26750,idle
26766,idle
26783,idle
26800,idle
26816,idle
26833,swipe_up
26850,swipe_up
26866,swipe_up
26883,swipe_up
26900,swipe_up
26916,swipe_up
26933,swipe_up
26950,swipe_up
26966,swipe_up
26983,swipe_up
27000,swipe_up
27016,swipe_up
27033,swipe_up
27050,swipe_up
27066,swipe_up
27083,swipe_up
27100,swipe_up
27116,swipe_up
27133,swipe_up
27150,swipe_up
27166,swipe_up
27183,swipe_up
27200,swipe_up
27216,swipe_up
27233,swipe_up
27250,swipe_up
27266,swipe_up
27283,swipe_up
27300,swipe_up
27316,swipe_up
27333,swipe_up
27350,swipe_up
27366,swipe_up
27383,swipe_up
27400,swipe_up
27416,swipe_up
27433,swipe_up
27450,swipe_up
27466,swipe_up
27483,swipe_up
27500,swipe_up
27516,swipe_up
27533,swipe_up
27550,swipe_up
27566,swipe_up
27583,swipe_up
27600,swipe_up
27616,swipe_up
27633,swipe_up
27650,swipe_up
27666,swipe_up
27683,swipe_up
27700,swipe_up
27716,swipe_up
27733,swipe_up
27750,swipe_up
27766,swipe_up
27783,swipe_up
27800,swipe_up
27816,swipe_up
27833,swipe_up
27850,swipe_up
27866,swipe_up
27883,swipe_up
27900,swipe_up
27916,swipe_up
27933,swipe_up
27950,swipe_up
27966,swipe_up
27983,swipe_up
28000,swipe_up
28016,idle
28033,idle
28050,idle
28066,idle
28083,idle
28100,idle
28116,idle
28133,idle
28150,idle
28166,idle
28183,idle
28200,idle
28216,idle
28233,idle
28250,idle
28266,idle
28283,idle
28300,idle
28316,idle
28333,idle
28350,idle
28366,idle
28383,idle
28400,idle
28416,idle
28433,idle
28450,idle
28466,idle
28483,idle
28500,idle
28516,idle
28533,idle
28550,idle
28566,idle
28583,idle
28600,idle
28616,idle
28633,idle
28650,idle
28666,idle
28683,idle
28700,idle
28716,idle
28733,idle
28750,idle
28766,idle
28783,idle
28800,idle
28816,idle
28833,idle
28850,idle
28866,idle
28883,idle
28900,idle
28916,idle
28933,idle
28950,idle
28966,idle
28983,idle
29000,idle
29016,idle
29033,idle
29050,idle
29066,idle
29083,idle
29100,idle
29116,idle
29133,idle
29150,idle
29166,idle
29183,idle
29200,idle
29216,idle
29233,idle
29250,idle
29266,idle
29283,idle
29300,idle
29316,idle
29333,idle
29350,idle
29366,idle
29383,idle
29400,idle
29416,idle
29433,idle
29450,idle
29466,idle
29483,idle
29500,idle
29516,idle
29533,idle
29550,idle
29566,idle
29583,idle
29600,idle
29616,idle
29633,idle
29650,idle
29666,idle
29683,idle
29700,idle
29716,idle
29733,idle
29750,idle
29766,idle
29783,idle
29800,idle
29816,idle
29833,idle
29850,idle
29866,idle
29883,idle
29900,idle
29916,idle
29933,idle
29950,idle
29966,idle
29983,idle
30000,idle
30016,idle
30033,idle
30050,idle
30066,idle
30083,idle
30100,idle
30116,idle
30133,idle
30150,idle
30166,idle
30183,idle
30200,idle
30216,idle
30233,idle
30250,idle
30266,idle
30283,idle
30300,idle
30316,idle
30333,idle
30350,idle
30366,idle
30383,idle
30400,idle
30416,idle
30433,idle
30450,idle
30466,idle
30483,idle
30500,idle
30516,idle
30533,idle
30550,idle
30566,idle
30583,idle
30600,idle
30616,idle
30633,idle
30650,idle
30666,idle
30683,idle
30700,idle
30716,idle
30733,idle
30750,idle
30766,idle
30783,idle
30800,idle
30816,idle
30833,idle
30850,idle
30866,idle
30883,idle
30900,idle
30916,idle
30933,idle
30950,idle
30966,idle
30983,idle
31000,idle
31016,idle
31033,idle
31050,idle
31066,idle
31083,idle
31100,idle
31116,idle
31133,idle
31150,idle
31166,idle
31183,idle
31200,idle
31216,idle
31233,idle
31250,idle
31266,idle
31283,idle
31300,idle
31316,idle
31333,idle
31350,idle
31366,idle
31383,idle
31400,idle
31416,idle
31433,idle
31450,idle
31466,idle
31483,idle
31500,idle
31516,idle
31533,idle
31550,idle
31566,idle
31583,idle
31600,idle
31616,idle
31633,idle
31650,idle
31666,idle
31683,idle
31700,idle
31716,idle
31733,idle
31750,idle
31766,idle
31783,idle
31800,idle
31816,idle
31833,idle
31850,idle
31866,idle
31883,idle
31900,idle
31916,idle
31933,idle
31950,idle
31966,idle
31983,idle
32000,idle
32016,idle
32033,idle
32050,idle
32066,idle
32083,idle
32100,idle
32116,idle
32133,idle
32150,idle
32166,idle
32183,idle
32200,idle
32216,idle
32233,idle
32250,idle
32266,idle
32283,idle
32300,idle
32316,idle
32333,idle
32350,idle
32366,idle
32383,idle
32400,idle
32416,idle
32433,idle
32450,idle
32466,idle
32483,idle
32500,idle
32516,idle
32533,idle
32550,idle
32566,idle
32583,idle
32600,idle
32616,idle
32633,idle
32650,idle
32666,idle
32683,idle
32700,idle
32716,idle
32733,idle
32750,idle
32766,idle
32783,idle
32800,idle
32816,idle
32833,idle
32850,idle
32866,idle
32883,idle
32900,idle
32916,idle
32933,idle
32950,idle
32966,idle
32983,idle
33000,idle
33016,idle
33033,idle
33050,idle
33066,idle
33083,idle
33100,idle
33116,idle
33133,idle
33150,idle
33166,idle
33183,swipe_up
33200,swipe_up
33216,swipe_up
33233,swipe_up
33250,swipe_up
33266,swipe_up
33283,swipe_up
33300,swipe_up
33316,swipe_up
33333,swipe_up
33350,swipe_up
33366,swipe_up
33383,swipe_up
33400,swipe_up
33416,swipe_up
33433,swipe_up
33450,swipe_up
33466,swipe_up
33483,swipe_up
33500,swipe_up
33516,swipe_up
33533,swipe_up
33550,swipe_up
33566,swipe_up
33583,swipe_up
33600,swipe_up
33616,swipe_up
33633,swipe_up
33650,swipe_up
33666,swipe_up
33683,swipe_up
33700,swipe_up
33716,swipe_up
33733,swipe_up
33750,swipe_up
33766,swipe_up
33783,swipe_up
33800,swipe_up
33816,swipe_up
33833,swipe_up
33850,swipe_up
33866,swipe_up
33883,swipe_up
33900,swipe_up
33916,swipe_up
33933,swipe_up
33950,swipe_up
33966,swipe_up
33983,swipe_up
34000,swipe_up
34016,swipe_up
34033,swipe_up
34050,swipe_up
34066,swipe_up
34083,swipe_up
34100,swipe_up
34116,swipe_up
34133,swipe_up
34150,swipe_up
34166,idle
34183,idle
34200,idle
34216,idle
34233,idle
34250,idle
34266,idle
34283,idle
34300,idle
34316,idle
34333,idle
34350,idle
34366,idle
34383,idle
34400,idle
34416,idle
34433,idle
34450,idle
34466,idle
34483,idle
34500,idle
34516,idle
34533,idle
34550,idle
34566,idle
34583,idle
34600,idle
34616,idle
34633,idle
34650,idle
34666,idle
34683,idle
34700,idle
34716,idle
34733,idle
34750,idle
34766,idle
34783,idle
34800,idle
34816,idle
34833,idle
34850,idle
34866,idle
34883,idle
34900,idle
34916,idle
34933,idle
34950,idle
34966,idle
34983,idle
35000,idle
35016,idle
35033,idle
35050,idle
35066,idle
35083,idle
35100,idle
35116,idle
35133,idle
35150,idle
35166,idle
35183,idle
35200,idle
35216,idle
35233,idle
35250,idle
35266,idle
35283,idle
35300,idle
35316,idle
35333,idle
35350,idle
35366,idle
35383,idle
35400,idle
35416,idle
35433,idle
35450,idle
35466,idle
35483,idle
35500,idle
35516,idle
35533,idle
35550,idle
35566,idle
35583,idle
35600,idle
35616,idle
35633,idle
35650,idle
35666,idle
